id,output
2835,(ORDER (PIZZAORDER (SIZE medium ) (STYLE pepperoni as ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING ceese ) ) (TOPPING tuna ) ) )
2836,(ORDER (PIZZAORDER (NUMBER one ) (STYLE xl ) (TOPPING anchovies ) (TOPPING pepperonis ) ) (DRINKORDER (NUMBER two ) (SIZE soy ) ) )
2837,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pickles ) (TOPPING olive ) ) (PIZZAORDER ) )
2838,(ORDER (PIZZAORDER (NUMBER six ) (TOPPING grilled ) (TOPPING chicken ) (TOPPING gorgonzola ) ) )
2839,(ORDER (PIZZAORDER (TOPPING banana peppers ) (TOPPING chicken ) ) )
2840,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING salami ) ) (TOPPING red onion ) (COMPLEX_TOPPING (QUANTITY additional ) (TOPPING basil ) ) ) )
2841,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING hamburger ) ) )
2842,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING zucchini ) (TOPPING broccoli ) ) )
2843,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING peas ) (TOPPING sausage ) ) )
2844,(ORDER (PIZZAORDER (SIZE large ) (STYLE thin crust ) (TOPPING cherry tomatoes ) (TOPPING banana peppers ) ) )
2845,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE a lnch ) (TOPPING spinach ) (TOPPING red cabbage onions ) ) )
2846,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (SIZE medium sized ) (TOPPING tuna ) ) )
2847,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING meatball ) (TOPPING pineapple ) ) )
2848,(ORDER (PIZZAORDER (SIZE extra large ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING red onion ) ) (TOPPING zucchini ) ) )
2849,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sausage ) ) ) )
2850,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING hot peppers ) ) )
2851,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE med ) (TOPPING buffal sauce ) (TOPPING bacon ) ) (DRINKORDER (DRINKTYPE diet ) ) (DRINKORDER (DRINKTYPE cokes ) ) )
2852,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING garlic ) (TOPPING powder ) (TOPPING tuna ) ) )
2853,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE small ) (TOPPING spnach ) (TOPPING ham ) ) )
2854,(ORDER (PIZZAORDER (NUMBER 6 ) (STYLE glutenfree crust ) (TOPPING caramelized onions ) (TOPPING cumin ) ) )
2855,(ORDER (DRINKORDER (NUMBER a ) ) )
2856,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (STYLE stuffed crust ) ) )
2857,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 13 ) (SIZE large ) ) (DRINKORDER (NUMBER two ) ) )
2858,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pesto ) (TOPPING arugula ) ) (DRINKORDER (VOLUME pepsi ) ) )
2859,(ORDER (PIZZAORDER (NUMBER 8 ) (SIZE medium size ) (TOPPING garlic powder ) ) )
2860,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING peas ) (TOPPING green olives ) (TOPPING peppronis ) ) )
2861,(ORDER (PIZZAORDER (NUMBER 4 ) (SIZE medium size ) (TOPPING truffle oil ) (TOPPING capers ) ) )
2862,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING cherry tomatoes ) (TOPPING mint ) ) )
2863,(ORDER (PIZZAORDER (SIZE medium sized ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING chorizo ) ) (COMPLEX_TOPPING (QUANTITY bunch of ) (TOPPING letuce ) ) ) )
2864,(ORDER (PIZZAORDER (NUMBER a ) (STYLE stuff crust ) ) (PIZZAORDER ) )
2865,(ORDER (PIZZAORDER (NUMBER a ) (STYLE bit ) (COMPLEX_TOPPING (QUANTITY little ) (TOPPING lage ) ) (COMPLEX_TOPPING (QUANTITY little bit ) (TOPPING banana peppers ) ) (TOPPING pesto ) ) )
2866,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING capers ) (TOPPING garlic powder ) ) )
2867,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING jalapenos ) (TOPPING leeks ) ) )
2868,(ORDER (PIZZAORDER (NUMBER 4 ) (SIZE medium ) (TOPPING black ) (TOPPING olives ) (TOPPING bacon ) ) )
2869,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING 7 ) (TOPPING buffalo ) (TOPPING sauce ) (TOPPING pickles banana peppers ) ) )
2870,(ORDER (PIZZAORDER (SIZE extra large ) (COMPLEX_TOPPING (QUANTITY 1 ) (TOPPING both ) ) (TOPPING arugula ) (TOPPING sauce ) ) )
2871,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING sze ) (TOPPING beef ) ) (PIZZAORDER (TOPPING buffalo sauce ordered ) ) )
2872,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER too ) (SIZE a ) (TOPPING mint ) (TOPPING grilled chicken ) ) )
2873,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY tiny bi of ) (TOPPING pepperoni ) ) ) )
2874,(ORDER (PIZZAORDER (NUMBER 15 ) (TOPPING onions ) (TOPPING peppers pesto ) ) )
2875,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (STYLE med ) (TOPPING peppers ) (TOPPING zucchini ) ) )
2876,(ORDER (PIZZAORDER (NUMBER fourteen ) (SIZE extra ) (TOPPING mushrooms ) (TOPPING bacon ) ) (DRINKORDER (NUMBER six ) (SIZE extra large ) ) (DRINKORDER (DRINKTYPE cherry ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
2877,(ORDER (DRINKORDER (NUMBER seven ) ) (DRINKORDER (DRINKTYPE pickles ) ) (DRINKORDER (NUMBER one ) ) (DRINKORDER (DRINKTYPE diet ) ) (DRINKORDER (DRINKTYPE iced ) ) (DRINKORDER (DRINKTYPE tea ) ) )
2878,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING green olives ) (TOPPING onions ) (TOPPING seeds ) ) )
2879,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING peppers ) ) (PIZZAORDER (TOPPING red ) ) )
2880,(ORDER (PIZZAORDER (SIZE medium size ) (TOPPING red peppers ) ) )
2881,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE personal ) (STYLE blue cheese ) (TOPPING vegan ppperoni ) ) )
2882,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (STYLE xl gorgonzola ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING chicken ) ) ) )
2883,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (STYLE vegan large ) (TOPPING beef ) ) )
2884,(ORDER (PIZZAORDER (NUMBER thre ) (TOPPING blue cheese ) (TOPPING vegan cherry tomatoes ) ) )
2885,(ORDER (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY tiny bit ) (TOPPING canadian ) ) (TOPPING bacon ) ) (PIZZAORDER (TOPPING bay leaves ) ) )
2886,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) (TOPPING olive ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2887,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE size ) (TOPPING lettuce feta cheese ) ) (DRINKORDER (NUMBER a ) ) )
2888,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING pepperoni ) ) )
2889,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (TOPPING parmasean ) (TOPPING pesto ) ) )
2890,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING roasted ) (TOPPING garlic ) ) )
2891,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE lunch with ) (TOPPING only ) ) )
2892,(ORDER (PIZZAORDER (TOPPING lemon ) (TOPPING zest ) ) )
2893,(ORDER )
2894,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE med yellow peppers ) (TOPPING pineapples ) ) (PIZZAORDER ) (PIZZAORDER (TOPPING onions ) (TOPPING bell peppers ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (DRINKTYPE mountain ) ) )
2895,(ORDER (PIZZAORDER (NUMBER a ) (SIZE med ) (STYLE green ) (TOPPING peppers ) (TOPPING beef ) (TOPPING all ) ) )
2896,(ORDER (PIZZAORDER (NUMBER 15 ) (TOPPING feta ) (TOPPING cheese ) (TOPPING ham ) ) )
2897,(ORDER (PIZZAORDER (NUMBER 1 ) ) (PIZZAORDER (STYLE as ) (TOPPING spinach ) (COMPLEX_TOPPING (QUANTITY you much ) (TOPPING pineapple ) ) ) )
2898,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING pineapple ) ) )
2899,(ORDER (PIZZAORDER (TOPPING medum ) (TOPPING sauce ) (TOPPING sausage ) ) )
2900,(ORDER (DRINKORDER (NUMBER one ) (SIZE medium ) ) (DRINKORDER (VOLUME sze ) ) )
2901,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY 1 ) (TOPPING hummus ) ) (TOPPING parsley ) ) )
2902,(ORDER (PIZZAORDER (NUMBER one ) (STYLE adding a ) (TOPPING black beans ) (TOPPING cheeseburger ) (TOPPING black olives ) ) )
2903,(ORDER (PIZZAORDER (NUMBER four ) (TOPPING xl ) (TOPPING pepperoni ) (TOPPING mushrooms ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) ) )
2904,(ORDER (PIZZAORDER (SIZE a small ) (COMPLEX_TOPPING (QUANTITY just ) (TOPPING tomato sauce ) ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY tiny bit of ) (TOPPING cheese ) ) ) )
2905,(ORDER (PIZZAORDER (NUMBER a ) (COMPLEX_TOPPING (QUANTITY size ) (TOPPING hams ) ) (TOPPING ham ) ) )
2906,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE xl size ) (STYLE sweet ) (COMPLEX_TOPPING (QUANTITY has ) (TOPPING potatoes ) ) (TOPPING pineapple ) ) )
2907,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE vegies lover ) (TOPPING feta cheese ) (TOPPING sausage ) ) )
2908,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE a little large ) (COMPLEX_TOPPING (QUANTITY pickld onions little ) (TOPPING cheese ) ) ) )
2909,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING green ppper ) (COMPLEX_TOPPING (QUANTITY a tiny bit of ) (TOPPING cheese ) ) ) )
2910,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING peppers ) (TOPPING banana ) (TOPPING onions ) ) )
2911,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING anchovies ) (TOPPING roasted eggplant ) ) )
2912,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE crust ) (TOPPING roasted red peppers ) ) )
2913,(ORDER (PIZZAORDER ) (PIZZAORDER (SIZE personal ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING leeks ) ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY little bit ) (TOPPING cheese ) ) ) )
2914,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cheese ) (TOPPING pickles ) ) )
2915,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING mdium red onions ) ) (TOPPING banana peppers ) (TOPPING grilled chicken ) ) )
2916,(ORDER (DRINKORDER (DRINKTYPE med ) ) )
2917,(ORDER (PIZZAORDER (SIZE medium size ) (TOPPING cherry ) (TOPPING tomatoes ) (NOT (TOPPING peppers ) ) ) )
2918,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 9 ) ) (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (STYLE capers ) ) )
2919,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING onions ) (TOPPING pineapple ) ) )
2920,(ORDER (PIZZAORDER ) (DRINKORDER (NUMBER fifteen ) ) )
2921,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING broccoli ) ) )
2922,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers ) (TOPPING pesto sauce ) ) )
2923,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (SIZE large ) (STYLE new ork style mushy peas ) ) (PIZZAORDER (TOPPING corn ) (TOPPING buffalo sauce ) ) )
2924,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE lunch ) (TOPPING olives ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (CONTAINERTYPE bunch ) ) (DRINKORDER (DRINKTYPE sauce ) ) (DRINKORDER (CONTAINERTYPE extra ) ) )
2925,(ORDER (PIZZAORDER (SIZE a ) (STYLE meium ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING capers ) ) (TOPPING gorgnzola ) ) )
2926,(ORDER (PIZZAORDER (SIZE large five ) (STYLE topping ) (STYLE the toppings being ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING peas ) ) (TOPPING black ) (TOPPING olives ) (TOPPING sausage ) ) )
2927,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING tuna ) ) )
2928,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tomatoes ) (TOPPING chard ) ) )
2929,(ORDER (PIZZAORDER (NUMBER a lettuce ) (TOPPING sureme ) (TOPPING tuna ) ) )
2930,(ORDER (PIZZAORDER (NUMBER seven ) (COMPLEX_TOPPING (QUANTITY the ) (TOPPING tofu ) ) (TOPPING olive pesto ) (TOPPING base ) ) )
2931,(ORDER (PIZZAORDER (NUMBER one ) (SIZE lunch ) (TOPPING feta ) (TOPPING red onion ) ) )
2932,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING garlic ) (TOPPING leeks ) ) )
2933,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING pneapples ) (TOPPING vean ) ) )
2934,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING shrimp ) (TOPPING apple ) ) )
2935,(ORDER (PIZZAORDER (NUMBER a ) (STYLE ham vegan ) ) )
2936,(ORDER (PIZZAORDER (NUMBER sauce ) (SIZE medium ) (TOPPING cheddar cheese ) ) )
2937,(ORDER (PIZZAORDER (SIZE medium sized ) (TOPPING bay ) (TOPPING leaves ) (TOPPING red onions ) ) )
2938,(ORDER (PIZZAORDER (NUMBER one ) (SIZE more large ) (TOPPING arichokes ) (TOPPING tuna ) ) )
2939,(ORDER (PIZZAORDER (SIZE about ) ) (PIZZAORDER (STYLE luch ) (TOPPING balsamic glaze ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2940,(ORDER (PIZZAORDER (SIZE a ) (TOPPING cherry ) (TOPPING tomatoes pinapple ) ) )
2941,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a total of a xl little ) (TOPPING beef ) ) (TOPPING shrimp ) ) )
2942,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushroom ) ) )
2943,(ORDER (PIZZAORDER (TOPPING in ) (TOPPING yellow peppers ) (TOPPING goat cheese ) ) (DRINKORDER (CONTAINERTYPE can ) ) (DRINKORDER (DRINKTYPE iced ) ) )
2944,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING green olives ) (TOPPING broccoli ) ) )
2945,(ORDER (PIZZAORDER ) (PIZZAORDER (TOPPING tomato ) (TOPPING parsley ) (TOPPING truffle ) ) )
2946,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING pesto ) (TOPPING pepperoni ) (TOPPING double ) ) )
2947,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large sized ) (TOPPING prawns ) (NOT (TOPPING bell ) ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING cheese ) ) ) )
2948,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (STYLE prsley ) (TOPPING olive ) (TOPPING green peppers ) (TOPPING sauce ) ) )
2949,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE lunch ) (STYLE the meats ) (TOPPING hamburger ) (TOPPING oregano ) ) )
2950,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING olive ) (TOPPING alfredo chicken ) ) )
2951,(ORDER (PIZZAORDER (SIZE large size ) (TOPPING artichokes ) ) )
2952,(ORDER (PIZZAORDER (NUMBER 1 ) (STYLE xl ) (COMPLEX_TOPPING (QUANTITY supeme ) (TOPPING baon ) ) (TOPPING chicken ) ) )
2953,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING black beans ) (TOPPING banana peppers ) ) )
2954,(ORDER (PIZZAORDER (STYLE a ) (TOPPING roasted ) (TOPPING red onion ) ) )
2955,(ORDER (PIZZAORDER (NUMBER 4 ) (TOPPING feta ) (TOPPING peas ) ) )
2956,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING balsamic glaze ) (TOPPING parmasean ) ) )
2957,(ORDER (PIZZAORDER (SIZE a medium ) (TOPPING roasted red peppers ) (TOPPING ground bef ) ) )
2958,(ORDER (DRINKORDER (NUMBER six ) ) (DRINKORDER (NUMBER a ) ) )
2959,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER get ) (SIZE lunch ) (TOPPING meatball ) (TOPPING cheese ) ) )
2960,(ORDER (PIZZAORDER (NUMBER 5 ) (SIZE small ) (STYLE artichkes ) (TOPPING jalapenos ) ) )
2961,(ORDER (PIZZAORDER (SIZE medium sized ) (TOPPING parmaean ) ) )
2962,(ORDER (PIZZAORDER (SIZE large ) (TOPPING mushrooms ) ) (DRINKORDER (NUMBER three ) ) (DRINKORDER (DRINKTYPE chai ) ) )
2963,(ORDER (PIZZAORDER (SIZE lunch ) (TOPPING prosciutto ) (TOPPING cheddar ) (TOPPING pineapple ) ) )
2964,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE medium sized ) (TOPPING olives ) ) )
2965,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 10 ) (TOPPING olive ) (TOPPING tuna ) (TOPPING lttle cheese ) ) )
2966,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (SIZE medium ) ) (DRINKORDER (DRINKTYPE ice ) ) )
2967,(ORDER (DRINKORDER (NUMBER a ) ) (DRINKORDER (DRINKTYPE coke ) ) )
2968,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING cheeseburger onion ) ) )
2969,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER 1 ) (TOPPING pepperoni ) ) (PIZZAORDER (TOPPING pineapple ) ) )
2970,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER sauteed spinach ) (TOPPING peppers ) ) )
2971,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE medium ) (TOPPING sauce ) (TOPPING chicken ) ) )
2972,(ORDER (PIZZAORDER (NUMBER additional ) (SIZE additional ) (STYLE lrge ) (TOPPING bacon ) (TOPPING bacon ) ) (DRINKORDER (SIZE large ) ) )
2973,(ORDER (PIZZAORDER (NUMBER 8 ) (SIZE large ) (TOPPING pesto ) (TOPPING green olives ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME 8 ) ) (DRINKORDER (VOLUME liter ) ) (DRINKORDER (CONTAINERTYPE can ) ) (DRINKORDER (DRINKTYPE dr ) ) (DRINKORDER (DRINKTYPE pepper ) ) )
2974,(ORDER (PIZZAORDER (SIZE large combination ) (TOPPING pepperoni ) ) )
2975,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medum sized ) (TOPPING mint ) (TOPPING zucchini ) ) )
2976,(ORDER (PIZZAORDER (NUMBER sevn ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY toppings of ) (TOPPING tomato sauce hamburger ) ) (COMPLEX_TOPPING (QUANTITY both ) (TOPPING black olives ) ) ) )
2977,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING apple ) (TOPPING oregano ) ) )
2978,(ORDER (PIZZAORDER (NUMBER 15 ) (STYLE everthing ) (TOPPING sauce ) (TOPPING pesto sauce ) ) )
2979,(ORDER (PIZZAORDER (NUMBER 10 ) (SIZE medium ) ) (PIZZAORDER (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ordered ) ) ) )
2980,(ORDER (PIZZAORDER (NUMBER 13 ) ) (PIZZAORDER (TOPPING roasted eggplant ) (TOPPING ham ) ) )
2981,(ORDER (PIZZAORDER (SIZE large ) (TOPPING red peppers ) (TOPPING hummus ) ) (DRINKORDER ) )
2982,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE large ) (TOPPING fntina ) (TOPPING cheese ) ) )
2983,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE extra large ) (TOPPING roaste ) (TOPPING garlic ) (TOPPING pineapple ) ) )
2984,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (TOPPING peppers ) (TOPPING bay leaves ) ) )
2985,(ORDER (PIZZAORDER ) (PIZZAORDER (STYLE xl gluten free crust ) (TOPPING caers ) (TOPPING chicken ) ) )
2986,(ORDER (PIZZAORDER (NUMBER one ) (STYLE xl ham ) ) (DRINKORDER (NUMBER a ) ) (DRINKORDER (VOLUME two ) ) (DRINKORDER (DRINKTYPE liter ) ) (DRINKORDER (DRINKTYPE of ) ) )
2987,(ORDER (PIZZAORDER (NUMBER up ) (SIZE 1 ) (STYLE xl ) ) (DRINKORDER ) )
2988,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extr large ) (TOPPING black ) (TOPPING olive ) (TOPPING peppers ) ) )
2989,(ORDER (PIZZAORDER (SIZE medium ) (STYLE up ) (TOPPING sauce ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING pepper ) ) ) )
2990,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium sized ) (STYLE deep dish ) (STYLE eggplant ) (TOPPING roasted ) ) )
2991,(ORDER (PIZZAORDER (SIZE 2 med ) (TOPPING lettuce ) (TOPPING onins ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
2992,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE all th veggies ) (TOPPING apple ) (TOPPING hamburger ) ) )
2993,(ORDER (PIZZAORDER (STYLE medim ) ) (DRINKORDER (CONTAINERTYPE fifteen ) ) (DRINKORDER (DRINKTYPE ice ) ) (DRINKORDER (DRINKTYPE tea ) ) )
2994,(ORDER (DRINKORDER (SIZE extra ) ) (DRINKORDER (VOLUME just ) ) (DRINKORDER (VOLUME pepsis ) ) )
2995,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING parmesan ) (TOPPING sriracha sauce ) ) )
2996,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING pesto ) ) )
2997,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE rise ) (TOPPING italian sausage ) ) )
2998,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE large size ) (TOPPING cheese ) (TOPPING sausage ) ) )
2999,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE medium size ) (TOPPING chicken ) (TOPPING pickled onions ) ) )
3000,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING red peppers ) ) )
3001,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) (TOPPING ham ) ) )
3002,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING sausage ) (TOPPING tuna ) ) )
3003,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3004,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) (TOPPING ham ) (TOPPING not ) (TOPPING onions ) ) )
3005,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING lettuce ) (TOPPING onions ) ) )
3006,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin ) (TOPPING peppers ) (TOPPING sausage ) ) )
3007,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onions ) ) (PIZZAORDER ) )
3008,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING ham ) (TOPPING peppers ) ) )
3009,(ORDER (PIZZAORDER ) (PIZZAORDER ) (PIZZAORDER (NUMBER a ) (TOPPING tuna ) ) )
3010,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (TOPPING tuna ) (TOPPING pineapple ) ) )
3011,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING pesto ) ) )
3012,(ORDER (PIZZAORDER (SIZE small size ) ) (PIZZAORDER (TOPPING pineapple ) ) (DRINKORDER (DRINKTYPE pepsi ) ) )
3013,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE with ) (TOPPING ham ) (TOPPING pineapple ) (TOPPING onion ) ) )
3014,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING red peppers ) ) )
3015,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (TOPPING pesto ) ) )
3016,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING mushrooms ) ) )
3017,(ORDER (PIZZAORDER (SIZE medium ) (TOPPING chicken sausage ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3018,(ORDER (PIZZAORDER (SIZE small ) (COMPLEX_TOPPING (QUANTITY a ) (TOPPING salami ) ) (TOPPING red onion ) (COMPLEX_TOPPING (QUANTITY little ) (TOPPING basil ) ) ) )
3019,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust olives ) (NOT (TOPPING onions ) ) ) )
3020,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING mushrooms as ) (TOPPING chicken ) ) (PIZZAORDER ) )
3021,(ORDER (PIZZAORDER ) (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pesto ) ) )
3022,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING peppers ) ) )
3023,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING pesto ) ) )
3024,(ORDER (PIZZAORDER (SIZE large ) (STYLE new york style ) (TOPPING ham ) (TOPPING bacon ) ) )
3025,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING olives ) (TOPPING peppers ) ) )
